len_payload,num_special_chars,has_http,num_script_tags,num_iframe_tags,num_img_tags,num_svg_tags,num_body_tags,has_javascript_protocol,has_alert,has_onerror,has_onload,has_onmouseover,has_onclick,has_eval,Label
98,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
60,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
132,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
108,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
39,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0
50,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
39,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
238,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
36,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
73,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
46,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
53,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
77,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
57,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
378,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
170,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
59,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
54,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
89,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
99,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
50,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
58,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
130,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0
